target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag,AR
NGC2004 ELS 26,Cl* NGC 2004 ELS 26,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2004+ELS+26,Early B Bright Giant,Gaia DR3 4660179536439665152,82.65151156,-67.29524254,2016,LMC,NGC 2004,B2 II,2006A&A...456..623E,B,2,II,,None,14.01,2006A&A...456..623E,14.18,2006A&A...456..623E,-0.21,1970A&A.....4..234F,0.07,Derived from (B-V)0,22900,2008A&A...479..541H,3.65,2008A&A...479..541H,4.68,2008A&A...479..541H,,None,15,2008A&A...479..541H,20,2008A&A...479..541H,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -71 41,SK -71 41,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+41,Late O Supergiant,Gaia DR3 4651834994760055040,82.66732223,-71.09363273,2016,LMC,None,O9.7 Iab,2018A&A...615A..40R,O,9.7,I,11.78,2002ApJS..141...81M,12.75,2002ApJS..141...81M,12.82,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.16,2018A&A...615A..40R,30000,2018A&A...615A..40R,3.4,2018A&A...615A..40R,5.5,2018A&A...615A..40R,20.9,2018A&A...615A..40R,40,2018A&A...615A..40R,90,2018A&A...615A..40R,1800,2018A&A...615A..40R,8.10E-07,2018A&A...615A..40R,FALSE,None,FALSE,,,,,,TRUE
NGC2004 ELS 3,Cl* NGC 2004 ELS 3,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2004+ELS+3,Mid B Supergiant,Gaia DR3 4660181151347435008,82.6683814,-67.26914841,2016,LMC,NGC 2004,B5 Ia,2006A&A...456..623E,B,5,I,11.26,1999MNRAS.306..279S,11.97,1999MNRAS.306..279S,12.05,1999MNRAS.306..279S,-0.09,1970A&A.....4..234F,0.01,Derived from (B-V)0,14450,2007A&A...471..625T,2.1,2007A&A...471..625T,5.1,2007A&A...471..625T,56.7,"Derived from L,Teff",20,2007A&A...471..625T,42,2007A&A...471..625T,,None,,None,FALSE,None,FALSE,,,,,,FALSE
BI 189,BI 189,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+189,Late O Subgiant,Gaia DR3 4651835342686727296,82.73993177,-71.05938796,2016,LMC,None,O8 IV((f))e,2018A&A...609A...7R,O,8,IV,12.45,2002ApJS..141...81M,13.39,2002ApJS..141...81M,13.45,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.21,Derived from (B-V)0,34000,2018A&A...609A...7R,3.8,2018A&A...609A...7R,5.6,2018A&A...609A...7R,18.2,2018A&A...609A...7R,77,2018A&A...609A...7R,83,2018A&A...609A...7R,2100,2018A&A...609A...7R,9.30E-07,2018A&A...609A...7R,FALSE,None,FALSE,,,,,,FALSE
N206-FS 170,[RHH2018] 170,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[RHH2018]+170,Early B Subgiant,Gaia DR3 4657849288998781440,82.76249326,-70.83234958,2016,LMC,None,B1 IV,2018A&A...615A..40R,B,1,IV,13.63,2004AJ....128.1606Z,14.22,2004AJ....128.1606Z,14.39,2004AJ....128.1606Z,-0.26,1970A&A.....4..234F,0.09,Derived from (B-V)0,24000,2018A&A...615A..40R,3.8,2018A&A...615A..40R,4.55,2018A&A...615A..40R,10.9,2018A&A...615A..40R,28,2018A&A...615A..40R,80,2018A&A...615A..40R,2100,2018A&A...615A..40R,2.00E-08,2018A&A...615A..40R,FALSE,None,FALSE,,,,,,FALSE
SK -68 112,SK -68 112,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+112,Mid O,Gaia DR3 4658473609780845952,82.78346284,-68.61514059,2016,LMC,None,O7.5(n)(f)p,2010AJ....139.1283W,O,7.5,none,11.54,2002ApJS..141...81M,12.58,2002ApJS..141...81M,12.76,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,270,2010AJ....139.1283W,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -71 45,SK -71 45,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+45,Early O Giant,Gaia DR3 4651834616802932608,82.81539904,-71.06944352,2016,LMC,None,O4-5 III(f),1977ApJ...215...53W,O,4,III,10.41,1999MNRAS.306..279S,11.43,1999MNRAS.306..279S,11.57,1999MNRAS.306..279S,-0.28,2006A&A...457..637M,0.14,Derived from (B-V)0,38000,2018A&A...609A...7R,3.6,2018A&A...609A...7R,6.28,2018A&A...609A...7R,31.9,2018A&A...609A...7R,148,2018A&A...609A...7R,116,2018A&A...609A...7R,2300,2018A&A...609A...7R,1.60E-05,2018A&A...609A...7R,FALSE,None,FALSE,,,,,,FALSE
SK -69 175,SK -69 175,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+175,Late WN Star,Gaia DR3 4658430831899380736,82.85637648,-69.09404172,2016,LMC,None,WN 11h,1997A&A...320..500C,WN,11,none,10.86,1986AJ.....92...48C,11.83,1986AJ.....92...48C,11.9,1986AJ.....92...48C,,None,0.13,2014A&A...565A..27H,28000,2014A&A...565A..27H,,None,5.77,2014A&A...565A..27H,32.3,2014A&A...565A..27H,45,2014A&A...565A..27H,,None,400,2014A&A...565A..27H,7.40E-06,2014A&A...565A..27H,FALSE,None,TRUE,,,,,,TRUE
SK -67 166,SK -67 166,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+166,Early O Supergiant,Gaia DR3 4660121743354291328,82.93422063,-67.63371351,2016,LMC,LH 76,O4 If+,1977ApJ...215...53W,O,4,I,11.04,1972A&AS....6..249A,12.05,1972A&AS....6..249A,12.27,1972A&AS....6..249A,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,40000,2002ApJ...579..774C,3.6,2002ApJ...579..774C,5.98,2002ApJ...579..774C,20.5,2002ApJ...579..774C,,None,97,2009ApJ...700..844P,1750,2002ApJ...579..774C,8.50E-06,2002ApJ...579..774C,FALSE,None,FALSE,,,,,,TRUE
SK -71 46,SK -71 46,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+46,Early O Supergiant,Gaia DR3 4651840290490730368,82.95664583,-71.06057129,2016,LMC,None,O4 If,1995ApJ...438..188M,O,4,I,12.37,1995ApJ...438..188M,13.26,1995ApJ...438..188M,13.27,1995ApJ...438..188M,-0.28,2006A&A...457..637M,0.27,Derived from (B-V)0,38000,2018A&A...609A...7R,3.6,2018A&A...609A...7R,6.1,2018A&A...609A...7R,26,2018A&A...609A...7R,98,2018A&A...609A...7R,98,2018A&A...609A...7R,2300,2018A&A...609A...7R,1.20E-05,2018A&A...609A...7R,TRUE,2011AcA....61..103G,FALSE,,,,,,FALSE
SK -67 167,SK -67 167,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+167,Early O Supergiant,Gaia DR3 4658617538387641216,82.966319,-67.66148943,2016,LMC,LH 76,O4 Inf+,1987PASP...99..240G,O,4,I,11.24,2002ApJS..141...81M,12.31,2002ApJS..141...81M,12.53,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,155,2009ApJ...700..844P,2200,2003ApJ...586..996M,,None,FALSE,None,FALSE,,,,,,FALSE
SK -67 168,SK -67 168,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+168,Late O Supergiant,Gaia DR3 4660122396189307648,82.96718348,-67.57243303,2016,LMC,None,O8 I(f)p,2010AJ....139.1283W,O,8,I,10.91,1975A&AS...19..259I,11.91,1975A&AS...19..259I,12.08,1975A&AS...19..259I,-0.27,2006A&A...457..637M,0.1,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,TRUE
SK -69 178,SK -69 178,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+178,Late O Bright Giant,Gaia DR3 4658030747143470080,82.97479452,-69.55840784,2016,LMC,None,O9.2 II,2015A&A...584A...5E,O,9.2,II,12.13,2004AJ....128.1606Z,13.17,2004AJ....128.1606Z,13.26,2004AJ....128.1606Z,-0.26,2006A&A...457..637M,0.17,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
LMC X-4,X LMC X-4,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=X+LMC+X-4,Late O Subgiant,Gaia DR3 4660300345280168192,83.20650117,-66.37033228,2016,LMC,None,O8 III,2002A&A...385..517N,O,8,III,,None,13.94,2004AJ....128.1606Z,14.17,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.04,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,1978ApJ...225..585H,FALSE,,,,,,TRUE
SK -67 191,SK -67 191,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+191,Late O Dwarf,Gaia DR3 4660114940125360000,83.39175128,-67.50548149,2016,LMC,None,O8 V,1986AJ.....92...48C,O,8,V,12.21,1979A&AS...38..239I,13.25,1979A&AS...38..239I,13.46,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,100,2009ApJ...700..844P,1950,2003ApJ...586..996M,,None,FALSE,None,FALSE,,,,,,TRUE
SK -67 195,SK -67 195,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+195,Mid B Supergiant,Gaia DR3 4660161841172790528,83.4663778,-67.13390482,2016,LMC,None,B6 I,1978A&AS...31..243R,B,6,I,12.21,2002ApJS..141...81M,12.82,2002ApJS..141...81M,12.84,2002ApJS..141...81M,-0.07,1970A&A.....4..234F,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -67 197,SK -67 197,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+197,Mid B Supergiant,Gaia DR3 4660114630887759360,83.49615049,-67.53770916,2016,LMC,None,B7 I,1978A&AS...31..243R,B,7,I,11.63,2002ApJS..141...81M,12.35,2002ApJS..141...81M,12.34,2002ApJS..141...81M,-0.04,1970A&A.....4..234F,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
BI 214,BI 214,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+214,Mid O,Gaia DR3 4658035557509980416,83.52584135,-69.41927883,2016,LMC,30 Dor,O6.5(n)(f)p,2010AJ....139.1283W,O,6.5,none,12,2002ApJS..141...81M,13.03,2002ApJS..141...81M,13.18,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,210,2010AJ....139.1283W,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -66 152,SK -66 152,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+152,Mid O Supergiant,Gaia DR3 4660681188597490560,83.57802786,-66.14507068,2016,LMC,None,O7 Ib(f),1988ApJ...335..703F,O,7,I,11.33,1999MNRAS.306..279S,12.38,1999MNRAS.306..279S,12.58,1999MNRAS.306..279S,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -69 191,BAT99 61,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+61,Early WC Star,Gaia DR3 4657273527236871552,83.58022866,-69.7528579,2016,LMC,LH 81,WC4,2000AJ....119.2214M,WC,4,none,12.98,2000AJ....119.2214M,12.92,2000AJ....119.2214M,13.01,2000AJ....119.2214M,,None,0.12,2004ApJS..154..651W,85000,2002A&A...392..653C,,None,5.68,2002A&A...392..653C,3.2,2002A&A...392..653C,,None,,None,3200,2002A&A...392..653C,4.00E-05,2002A&A...392..653C,FALSE,None,FALSE,,,,,,FALSE
W61 28-5,W61 28-5,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+28-5,Early O Dwarf,Gaia DR3 4657275137819689216,83.61862692,-69.73245182,2016,LMC,LH 81,O4 V((f+)),2004ApJ...608.1001M,O,4,V,12.64,2000AJ....119.2214M,13.74,2000AJ....119.2214M,13.92,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.1,Derived from (B-V)0,44000,2012A&A...543A..95R,3.8,2012A&A...543A..95R,5.51,2012A&A...543A..95R,9.8,2012A&A...543A..95R,,None,120,2012A&A...543A..95R,2700,2012A&A...543A..95R,1.08E-06,2012A&A...543A..95R,FALSE,None,FALSE,,,,,,FALSE
W61 28-23,W61 28-23,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+28-23,Early O Giant,Gaia DR3 4657272805682614528,83.70899936,-69.77570618,2016,LMC,LH 81,O3.5 V((f+)),2005ApJ...627..477M,O,3.5,V,12.52,2000AJ....119.2214M,13.65,2000AJ....119.2214M,13.81,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,47000,2012A&A...543A..95R,3.8,2012A&A...543A..95R,5.65,2012A&A...543A..95R,10,2012A&A...543A..95R,,None,146,2012A&A...543A..95R,3050,2012A&A...543A..95R,1.57E-06,2012A&A...543A..95R,FALSE,None,FALSE,,,,,,FALSE
SK -67 207,SK -67 207,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+207,Late B Supergiant,Gaia DR3 4660141568938243840,83.73111903,-67.35191674,2016,LMC,None,B9 Ia,1988ApJ...335..703F,B,9,I,10.04,1972A&AS....6..249A,10.57,1972A&AS....6..249A,10.51,1972A&AS....6..249A,0,1970A&A.....4..234F,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -67 211,SK -67 211,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+211,Early O Giant,Gaia DR3 4660112221367295232,83.80792836,-67.55764767,2016,LMC,None,O2 III(f*),2002AJ....123.2754W,O,2,III,11.03,1999MNRAS.306..279S,12.1,1999MNRAS.306..279S,12.28,1999MNRAS.306..279S,-0.28,2006A&A...457..637M,0.1,Derived from (B-V)0,52500,2004ApJ...608.1028W,,None,6.34,2004ApJ...608.1028W,17.9,"Derived from L,Teff",,None,,None,3750,1995PASP..107..104W,2.50E-06,2004ApJ...608.1028W,FALSE,None,TRUE,,,,,,TRUE
MCPS 083.91120-69.69685,MCPS 083.91120-69.69685,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=MCPS+083.91120-69.69685,Early O Supergiant,Gaia DR3 4657277616048732544,83.91115203,-69.69691823,2016,LMC,None,O3 If*,2015A&A...584A...5E,O,3,I,12.34,2004AJ....128.1606Z,13.14,2004AJ....128.1606Z,13.28,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -67 216,SK -67 216,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+216,Early B Dwarf,Gaia DR3 4660244064023079680,83.9317171,-66.99735671,2016,LMC,None,B0.5 V,1995ApJ...438..188M,B,0.5,V,11.7,1979A&AS...38..239I,12.68,1979A&AS...38..239I,12.84,1979A&AS...38..239I,-0.28,1970A&A.....4..234F,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
UCAC3 42-30814,UCAC3 42-30814,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=UCAC3+42-30814,Mid O,Gaia DR3 4657661139410006784,83.9660642,-69.38863388,2016,LMC,30 Dor,O6(f)np,2010AJ....139.1283W,O,6,none,12.11,2004AJ....128.1606Z,13.21,2004AJ....128.1606Z,13.4,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,350,2010AJ....139.1283W,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 212,SK -69 212,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+212,Mid O Giant,Gaia DR3 4657669965532416512,84.02658762,-69.19653648,2016,LMC,LH 90,O5n(f)p,2010AJ....139.1283W,O,5,none,11.31,2000AJ....119.2214M,12.26,2000AJ....119.2214M,12.31,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.23,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,2013AcA....63..159U,FALSE,,,,,,FALSE
BI 237,BI 237,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+237,Early O Dwarf,Gaia DR3 4660109236409051392,84.06099393,-67.6553237,2016,LMC,None,O2 V((f*)),2005ApJ...627..477M,O,2,V,12.8,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.89,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,53200,2012A&A...543A..95R,4.11,2012A&A...543A..95R,5.83,2012A&A...543A..95R,9.7,2012A&A...543A..95R,,None,140,2012A&A...543A..95R,3400,2012A&A...543A..95R,6.20E-07,2012A&A...543A..95R,FALSE,None,FALSE,,,,,,TRUE
SK -68 129,SK -68 129,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+129,Early B Supergiant,Gaia DR3 4657699828481491712,84.11158241,-68.95889635,2016,LMC,LH 89,B1 I,2000AJ....119.2214M,B,1,I,11.97,2002ApJS..141...81M,12.81,2002ApJS..141...81M,12.78,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.22,Derived from (B-V)0,,None,,None,,None,,None,,None,96,2009ApJ...700..844P,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 220,SK -69 220,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+220,LBV,Gaia DR3 4657655435693883776,84.18207926,-69.49651188,2016,LMC,NGC 2055,LBV,2017AJ....154...15W,LBV,none,none,9.61,1999MNRAS.306..279S,10.51,1999MNRAS.306..279S,10.58,1999MNRAS.306..279S,,None,0.18,2003A&A...400..923H,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
HD 38029,HD 38029,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+38029,WC Binary,Gaia DR3 4657667216778066560,84.22996739,-69.19377001,2016,LMC,None,WC4(+OB),1990ApJ...348..471S,WC,4,none,10.97,1983A&AS...51..505F,11.7,1983A&AS...51..505F,11.59,1983A&AS...51..505F,,None,0.39,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,2801,2002AcA....52...81N,,None,FALSE,None,TRUE,,,,,,TRUE
SK -68 133,SK -68 133,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+133,Early O Giant,Gaia DR3 4657796448044115968,84.25547484,-68.76833241,2016,LMC,None,OC3.5 III(f*),2015A&A...584A...5E,O,3.5,III,12.02,2002ApJS..141...81M,13.03,2002ApJS..141...81M,13.15,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -66 171,SK -66 171,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+171,Late O Supergiant,Gaia DR3 4660278492484698112,84.26010472,-66.64361737,2016,LMC,None,O9 Ia,1988ApJ...335..703F,O,9,I,11.02,1975A&AS...19..259I,12.04,1975A&AS...19..259I,12.19,1975A&AS...19..259I,-0.26,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,90,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -66 172,SK -66 172,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+172,O Binary,Gaia DR3 4660663493333727872,84.27246783,-66.35973419,2016,LMC,None,O2 III(f*) + OB,2002AJ....123.2754W,O,2,III,12.01,1986AJ.....92...48C,13.01,1986AJ.....92...48C,13.13,1986AJ.....92...48C,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,101,2009ApJ...700..844P,2950,1998MNRAS.300..828P,,None,FALSE,None,TRUE,,,,,,TRUE
LMCe078-1,[MNM2015] LMCe078-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe078-1,Mid O Supergiant,Gaia DR3 4657666082940629120,84.37343582,-69.24775858,2016,LMC,None,O6 Ifc,2017ApJ...837..122M,O,6,I,12.49,2004AJ....128.1606Z,13.46,2004AJ....128.1606Z,13.49,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.24,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
VFTS 66,VFTS 66,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+66,O Binary,Gaia DR3 4657692406776887680,84.3878832,-69.07630005,2016,LMC,30 Dor,O9 V + B0.2 V,2020A&A...634A.118M,O,9,V,,None,15.64,2011A&A...530A.108E,15.54,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.37,Derived from (B-V)0,32800,2020A&A...634A.118M,4.08,2020A&A...634A.118M,4.54,2020A&A...634A.118M,5.8,2020A&A...634A.118M,16.6,2020A&A...634A.118M,117,2020A&A...634A.118M,,None,,None,TRUE,2020A&A...634A.119M,FALSE,,,,,,FALSE
VFTS 72,BI 253,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+253,Early O Dwarf,Gaia DR3 4657698454092124416,84.39359901,-69.01949067,2016,LMC,30 Dor,O2 V-III(n)((f*)),2014A&A...564A..40W,O,2,V,12.65,2002ApJS..141...81M,13.67,2002ApJS..141...81M,13.76,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.19,Derived from (B-V)0,54800,2012A&A...543A..95R,4.18,2012A&A...543A..95R,5.97,2012A&A...543A..95R,10.7,2012A&A...543A..95R,,None,230,2012A&A...543A..95R,3180,2005ApJ...627..477M,1.53E-06,2012A&A...543A..95R,FALSE,None,FALSE,,,,,,TRUE
VFTS 87,VFTS 87,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+87,Late O Supergiant,Gaia DR3 4657691857021329280,84.40275341,-69.12550411,2016,LMC,30 Dor,O9.7 Ib-II,2014A&A...564A..40W,O,9.7,I,,None,13.44,2011A&A...530A.108E,13.58,2011A&A...530A.108E,-0.26,2006A&A...457..637M,0.12,Derived from (B-V)0,30550,2017A&A...600A..81R,3.31,2017A&A...600A..81R,5.29,2017A&A...600A..81R,16.1,2017A&A...600A..81R,26.6,2017A&A...600A..81R,84,2017A&A...600A..81R,1636,2017A&A...600A..81R,1.60E-06,2017A&A...600A..81R,FALSE,None,TRUE,,,,,,TRUE
SK -68 135,SK -68 135,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+135,Late O Supergiant,Gaia DR3 4657700790554314752,84.45475338,-68.91711845,2016,LMC,None,ON9.7 Ia+,1977ApJ...215...53W,O,9.7,I,10.5,1972A&AS....6..249A,11.36,1972A&AS....6..249A,11.36,1972A&AS....6..249A,-0.26,2006A&A...457..637M,0.26,Derived from (B-V)0,27500,2004ApJ...610.1021E,2.7,2004ApJ...610.1021E,5.97,2004ApJ...610.1021E,42.3,2004ApJ...610.1021E,,None,70,2004ApJ...610.1021E,1350,2004ApJ...610.1021E,7.50E-06,2004ApJ...610.1021E,FALSE,None,FALSE,,,,,,TRUE
VFTS 169,VFTS 169,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+169,Early O Dwarf,Gaia DR3 4657678422361160448,84.45801206,-69.17440875,2016,LMC,30 Dor,O2.5 V(n)((f*)),2014A&A...564A..40W,O,2.5,V,,None,14.62,2011A&A...530A.108E,14.59,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.31,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,5.89,2014A&A...570A..38B,13.1,"Derived from L,Teff",76,2014A&A...570A..38B,200,2014A&A...570A..38B,3200,2014A&A...570A..38B,3.20E-06,2014A&A...570A..38B,FALSE,None,FALSE,,,,,,FALSE
VFTS 180,BAT99 93,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+93,Early O Supergiant,Gaia DR3 4657678525440372352,84.46393082,-69.16296675,2016,LMC,LH 99,O3 If*,2011MNRAS.416.1311C,O,3,I,,None,13.46,2011A&A...530A.108E,13.54,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.2,Derived from (B-V)0,42200,2014A&A...570A..38B,,None,5.92,2014A&A...570A..38B,17.1,"Derived from L,Teff",58,2014A&A...570A..38B,93,2014A&A...570A..38B,2500,2014A&A...570A..38B,1.00E-05,2014A&A...570A..38B,FALSE,None,FALSE,,,,,,FALSE
VFTS 190,VFTS 190,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+190,Mid O Dwarf,Gaia DR3 4657677975684588672,84.47207633,-69.21589596,2016,LMC,30 Dor,O7 Vnn((f))p,2014A&A...564A..40W,O,7,V,,None,14.63,2011A&A...530A.108E,14.67,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.23,Derived from (B-V)0,,None,,None,,None,,None,,None,445,2013A&A...560A..29R,,None,,None,FALSE,None,FALSE,,,,,,FALSE
VFTS 244,VFTS 244,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+244,Mid O Giant,Gaia DR3 4657680552664841856,84.53505831,-69.09568862,2016,LMC,30 Dor,O5 III(n)(fc),2014A&A...564A..40W,O,5,III,,None,13.94,2011A&A...530A.108E,14.04,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,41050,2017A&A...600A..81R,3.65,2017A&A...600A..81R,5.58,2017A&A...600A..81R,12.4,2017A&A...600A..81R,39.2,2017A&A...600A..81R,230,2017A&A...600A..81R,2123,2017A&A...600A..81R,2.20E-06,2017A&A...600A..81R,FALSE,None,FALSE,,,,,,FALSE
VFTS 267,VFTS 267,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+267,Early O Giant,Gaia DR3 4657679934189673088,84.55819304,-69.12992221,2016,LMC,30 Dor,O3 III-I(n)f*,2014A&A...564A..40W,O,3,III,,None,13.44,2011A&A...530A.108E,13.49,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.23,Derived from (B-V)0,44100,2017A&A...600A..81R,3.88,2017A&A...600A..81R,5.96,2017A&A...600A..81R,16.6,2017A&A...600A..81R,65.6,2017A&A...600A..81R,182,2017A&A...600A..81R,3208,2017A&A...600A..81R,1.00E-05,2017A&A...600A..81R,FALSE,None,FALSE,,,,,,FALSE
